turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
1,2023.1,ABRA T AFRAA LIONCO,5N1234,39,40.0,"FAC- ICC Norte, Bloco A",COM0144,345
1,2023.1,GUILHERME LOBAO DE QUEIROZ,3N1234,45,45.0,"FAC- ICC Norte, Bloco A",COM0145,345
1,2023.1,SIVALDO PEREIRA DA SILVA,4N1234,44,45.0,"FAC- ICC Norte, Bloco A",COM0146,345
1,2023.1,GISELE PIMENTA DE OLIVEIRA,26N1234,47,48.0,"FAC- ICC Norte, Bloco A",COM0147,345
1,2023.1,DELCIA MARIA DE MATTOS VIDAL,3N1234,44,46.0,"FAC- ICC Norte, Bloco A",COM0148,345
1,2023.1,GISELE PIMENTA DE OLIVEIRA,3N1234,44,46.0,"FAC- ICC Norte, Bloco A",COM0148,345
1,2023.1,MARIA AMELIA PAIVA ABRAO,2N1234,39,40.0,"FAC- ICC Norte, Bloco A",COM0149,345
1,2023.1,FERNANDA CASAGRANDE MARTINELLI LIMA GRANJA XAVIER DA SILVA,4N1234,39,40.0,"FAC- ICC Norte, Bloco A",COM0150,345
2,2023.1,MARIA AMELIA PAIVA ABRAO,24T56,20,20.0,"FAC- ICC Norte, Bloco A",COM0150,345
1,2023.1,MARIA AMELIA PAIVA ABRAO,5N1234,40,40.0,"FAC- ICC Norte, Bloco A",COM0151,345
1,2023.1,ABRA T AFRAA LIONCO,456N1234,41,45.0,"FAC- ICC Norte, Bloco A",COM0152,345
1,2023.1,FABIOLA ORLANDO CALAZANS MACHADO,456N1234,41,45.0,"FAC- ICC Norte, Bloco A",COM0152,345
1,2023.1,FERNANDA CASAGRANDE MARTINELLI LIMA GRANJA XAVIER DA SILVA,456N1234,41,45.0,"FAC- ICC Norte, Bloco A",COM0152,345
1,2023.1,KATIA MARIA BELISARIO,3N1234,17,20.0,"FAC- ICC Norte, Bloco A",COM0153,345
2,2023.1,SIVALDO PEREIRA DA SILVA,3N1234,20,20.0,"FAC- ICC Norte, Bloco A",COM0153,345
1,2023.1,GABRIELA PEREIRA DE FREITAS,4T2345,28,30.0,"FAC- ICC Norte, Bloco A",COM0157,345
1,2023.1,FATIMA APARECIDA DOS SANTOS,4T2345,30,30.0,Sala 40 - Módulo 15,DIN0003,660
1,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,5T2345,24,24.0,DINFO - Módulo 18,DIN0004,660
1,2023.1,GABRIEL LYRA CHAVES,6T2345,35,36.0,Sala 40 - Módulo 15,DIN0006,660
1,2023.1,DANIEL FERNANDES BATISTA DE OLIVEIRA,6T2345,35,36.0,Sala 40 - Módulo 15,DIN0006,660
1,2023.1,FELIX ALVES DA SILVA JUNIOR,6T2345,35,36.0,Sala 40 - Módulo 15,DIN0006,660
1,2023.1,RENATA CRISTINA QUEIROZ RINALDI,6T2345,35,36.0,Sala 40 - Módulo 15,DIN0006,660
1,2023.1,SYMONE RODRIGUES JARDIM,2M1234,20,20.0,Sala 30 - Módulo 15,DIN0007,660
1,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,5M1234,9,10.0,Serigrafia - Módulo 15,DIN0008,660
2,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,6M1234,9,10.0,Serigrafia - Módulo 15,DIN0008,660
1,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,7T1234,0,8.0,A definir,DIN0010,660
2,2023.1,DANIELA FAVARO GARROSSINI,7T1234,1,8.0,A definir,DIN0010,660
3,2023.1,GABRIEL LYRA CHAVES,7T1234,3,8.0,A definir,DIN0010,660
4,2023.1,SYMONE RODRIGUES JARDIM,7T1234,0,8.0,A definir,DIN0010,660
5,2023.1,TIAGO BARROS PONTES E SILVA,7T1234,6,8.0,A definir,DIN0010,660
6,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,7T1234,0,2.0,A definir,DIN0010,660
6,2023.1,RAPHAEL MOURA CARDOSO,7T1234,0,2.0,A definir,DIN0010,660
7,2023.1,NAYARA MORENO DE SIQUEIRA,7T1234,3,8.0,A definir,DIN0010,660
8,2023.1,ROGERIO JOSE CAMARA,7T1234,0,8.0,A definir,DIN0010,660
9,2023.1,ANA CLAUDIA MAYNARDES,7T1234,1,8.0,A definir,DIN0010,660
10,2023.1,ANA MANSUR DE OLIVEIRA,7T1234,1,8.0,A definir,DIN0010,660
11,2023.1,FATIMA APARECIDA DOS SANTOS,7T1234,0,8.0,A definir,DIN0010,660
12,2023.1,GEORGIA MARIA DE CASTRO SANTOS,7T1234,0,8.0,A definir,DIN0010,660
13,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,7T56  7N12,0,8.0,A definir,DIN0010,660
14,2023.1,MARISA COBBE MAASS,7T1234,1,8.0,A definir,DIN0010,660
15,2023.1,VIRGINIA TIRADENTES SOUTO,7T1234,1,8.0,Departamento de Design,DIN0010,660
16,2023.1,RAFAEL DIETZSCH,7N1234,0,2.0,A definir,DIN0010,660
17,2023.1,DANIELA PEREIRA BARBOSA,7T1234,1,8.0,Departamento de Design,DIN0010,660
1,2023.1,GEORGIA MARIA DE CASTRO SANTOS,2M1234,28,30.0,Sala 40 - Módulo 15,DIN0011,660
1,2023.1,VIRGINIA TIRADENTES SOUTO,3M1234,22,22.0,DINFO - Módulo 18,DIN0012,660
1,2023.1,ANA MANSUR DE OLIVEIRA,4T2345,20,20.0,DINFO - Módulo 18,DIN0013,660
1,2023.1,MARISA COBBE MAASS,35T23,23,25.0,Sala 30 - Módulo 15,DIN0020,660
1,2023.1,TIAGO BARROS PONTES E SILVA,4M1234,24,25.0,Sala 40 - Módulo 15,DIN0023,660
1,2023.1,DANIELA FAVARO GARROSSINI,3M1234,15,16.0,INTERFACE - Módulo 18,DIN0031,660
1,2023.1,NAYARA MORENO DE SIQUEIRA,6M1234,25,25.0,Sala 40 - Módulo 15,DIN0034,660
1,2023.1,GABRIEL LYRA CHAVES,35T123,31,35.0,Sala 40 - Módulo 15,DIN0037,660
1,2023.1,ANA CLAUDIA MAYNARDES,2T123456,3,20.0,DINFO - Módulo 18,DIN0039,660
1,2023.1,ANA MANSUR DE OLIVEIRA,2T123456,24,24.0,DINFO - Módulo 18,DIN0040,660
1,2023.1,GEORGIA MARIA DE CASTRO SANTOS,4M12345  4T1,17,20.0,DINFO - Módulo 18,DIN0041,660
1,2023.1,ROGERIO JOSE CAMARA,5T123456,13,26.0,INTERFACE - Módulo 18,DIN0042,660
1,2023.1,NAYARA MORENO DE SIQUEIRA,3M12345  3T1,5,20.0,Sala 30 - Módulo 15,DIN0043,660
1,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,5T123456,3,20.0,PROTIP - Módulo 18,DIN0044,660
1,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,25M345,25,25.0,PROTIP - Módulo 18,DIN0045,660
1,2023.1,ANA CLAUDIA MAYNARDES,35M12,26,28.0,Sala 40 - Módulo 15,DIN0046,660
1,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,2T2345,22,22.0,Sala 30 - Módulo 15,DIN0047,660
1,2023.1,ROGERIO JOSE CAMARA,46M12,26,28.0,Sala 30 - Módulo 15,DIN0049,660
1,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,6T123456,24,24.0,Sala 30 - Módulo 15,DIN0050,660
1,2023.1,SYMONE RODRIGUES JARDIM,5M12345  5T1,2,20.0,Auditório - DIN,DIN0051,660
1,2023.1,VIRGINIA TIRADENTES SOUTO,5M12345  5T1,21,21.0,Auditório - DIN,DIN0052,660
1,2023.1,DANIELA FAVARO GARROSSINI,5M12345  5T1,21,21.0,Auditório - DIN,DIN0052,660
1,2023.1,ANDREA SAMPAIO TIBERY,3T23,12,12.0,LabJoias (Multiuso I),DIN0059,660
2,2023.1,FELIX ALVES DA SILVA JUNIOR,6M34,24,24.0,DINFO - Módulo 18,DIN0059,660
2,2023.1,RENATA CRISTINA QUEIROZ RINALDI,6M34,24,24.0,DINFO - Módulo 18,DIN0059,660
2,2023.1,DANIEL FERNANDES BATISTA DE OLIVEIRA,6M34,24,24.0,DINFO - Módulo 18,DIN0059,660
2,2023.1,GABRIEL LYRA CHAVES,6M34,24,24.0,DINFO - Módulo 18,DIN0059,660
1,2023.1,DANIELA PEREIRA BARBOSA,5M12,19,20.0,Sala 30 - Módulo 15,DIN0061,660
1,2023.1,ANA CECILIA LAURINDO SCHETTINO,6M34,18,25.0,Sala 30 - Módulo 15,DIN0063,660
1,2023.1,ROGERIO JOSE CAMARA,6M34,18,25.0,Sala 30 - Módulo 15,DIN0063,660
1,2023.1,LUCAS HENRIQUES NEGRELLI,6M12,18,20.0,Auditório - DIN,DIN0065,660
1,2023.1,DANIEL FERNANDES BATISTA DE OLIVEIRA,6M12,18,20.0,Auditório - DIN,DIN0065,660
1,2023.1,GABRIEL LYRA CHAVES,7M34,2,10.0,A definir,DIN0068,660
2,2023.1,TIAGO BARROS PONTES E SILVA,7M34,4,10.0,A definir,DIN0068,660
3,2023.1,ROGERIO JOSE CAMARA,7M12,0,8.0,A definir,DIN0068,660
4,2023.1,ANA MANSUR DE OLIVEIRA,7M12,0,8.0,A definir,DIN0068,660
5,2023.1,ANA CLAUDIA MAYNARDES,6T45,1,8.0,A definir,DIN0068,660
6,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,7M12,1,8.0,A definir,DIN0068,660
7,2023.1,DANIELA FAVARO GARROSSINI,7M12,1,8.0,A definir,DIN0068,660
8,2023.1,FATIMA APARECIDA DOS SANTOS,7M12,2,8.0,A definir,DIN0068,660
9,2023.1,GEORGIA MARIA DE CASTRO SANTOS,7M12,1,8.0,A definir,DIN0068,660
10,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,7M12,0,8.0,A definir,DIN0068,660
11,2023.1,MARISA COBBE MAASS,7M12,0,8.0,A definir,DIN0068,660
12,2023.1,NAYARA MORENO DE SIQUEIRA,7M34,1,8.0,A definir,DIN0068,660
13,2023.1,SYMONE RODRIGUES JARDIM,7M12,7,8.0,A definir,DIN0068,660
14,2023.1,VIRGINIA TIRADENTES SOUTO,7M12,0,8.0,A definir,DIN0068,660
1,2023.1,NAYARA MORENO DE SIQUEIRA,7M12,0,8.0,A definir,DIN0069,660
2,2023.1,TIAGO BARROS PONTES E SILVA,7N12,0,8.0,A definir,DIN0069,660
3,2023.1,ANA CLAUDIA MAYNARDES,6T23,0,8.0,A definir,DIN0069,660
4,2023.1,ANA MANSUR DE OLIVEIRA,7M34,0,8.0,A definir,DIN0069,660
5,2023.1,ANDRE CAMARGO THOME MAYA MONTEIRO,7M34,0,8.0,A definir,DIN0069,660
6,2023.1,DANIELA FAVARO GARROSSINI,7M34,0,8.0,A definir,DIN0069,660
7,2023.1,FATIMA APARECIDA DOS SANTOS,7M34,0,8.0,A definir,DIN0069,660
8,2023.1,GABRIEL LYRA CHAVES,7M12,0,8.0,A definir,DIN0069,660
9,2023.1,GEORGIA MARIA DE CASTRO SANTOS,7M34,0,8.0,A definir,DIN0069,660
10,2023.1,MIGUEL EDUARDO GUTIERREZ PAREDES,7M34,0,8.0,A definir,DIN0069,660
11,2023.1,MARISA COBBE MAASS,7M34,0,8.0,A definir,DIN0069,660
12,2023.1,ROGERIO JOSE CAMARA,7M34,0,8.0,A definir,DIN0069,660
13,2023.1,SYMONE RODRIGUES JARDIM,7M34,1,8.0,A definir,DIN0069,660
14,2023.1,VIRGINIA TIRADENTES SOUTO,7M34,0,8.0,A definir,DIN0069,660
1,2023.1,MARISA COBBE MAASS,4T2345,20,20.0,Sala 30 - Módulo 15,DIN0110,660
1,2023.1,CARLOS HUMBERTO LLANOS QUINTERO,35T45,1,1.0,DT 34/15,DPG0011,449
1,2023.1,ALINE SOUZA DE PAULA,3T2345,0,10.0,DT 43/15,DPG0433,449
1,2023.1,FRANCISCO RICARDO DA CUNHA,3T2345,2,10.0,SG9 - VORTEX 1,DPG0623,449
1,2023.1,EDGAR NOBUO MAMIYA,46T45,4,10.0,SG9 - A1 49/18,DPG0662,449
1,2023.1,EDGAR AMARAL SILVEIRA,5T2345,3,10.0,Bloco G - GT 11/20,DPG0782,449
1,2023.1,JORGE LUIZ DE ALMEIDA FERREIRA,46M12,1,10.0,DT 77/21,DPG0921,449
1,2023.1,ALBERTO JOSE ALVARES,24M34,19,30.0,DT 25/15,ENM0027,449
1,2023.1,RAFAEL GABLER GONTIJO,4T2345,1,30.0,SG9 - VORTEX 2,ENM0065,449
1,2023.1,JONES YUDI MORI ALVES DA SILVA,6M1234,8,20.0,DT 25/15,ENM0066,449
2,2023.1,JONES YUDI MORI ALVES DA SILVA,3T2345,3,20.0,LCCC,ENM0066,449
1,2023.1,ARMANDO DE AZEVEDO CALDEIRA PIRES,35T45,31,40.0,DT 11/15,ENM0068,449
2,2023.1,MARIO BENJAMIM BAPTISTA DE SIQUEIRA,46M34,42,45.0,DT 11/15,ENM0068,449
3,2023.1,JULIANA PETROCCHI RODRIGUES,26T23,43,60.0,SALA FGA - I2 e S6,ENM0068,449
1,2023.1,SIMONE MONTEIRO E SILVA,35M12,5,30.0,Bloco G - GT 11/20,ENM0069,449
1,2023.1,CARLOS ALBERTO GURGEL VERAS,35T45 6T5,13,20.0,DT 16/15,ENM0070,449
2,2023.1,CARLOS ALBERTO GURGEL VERAS,35T45 6T4,16,25.0,DT 16/15,ENM0070,449
1,2023.1,FABIO ALFAIA DA CUNHA,246M34,35,45.0,SALA FGA - I8 E I7,ENM0071,449
2,2023.1,EDGAR AMARAL SILVEIRA,246M34,25,80.0,SEG e QUA DT 52/15; SEX DT 25/15,ENM0071,449
2,2023.1,ANTONIO CESAR PINHO BRASIL JUNIOR,246M34,25,80.0,SEG e QUA DT 52/15; SEX DT 25/15,ENM0071,449
3,2023.1,EDGAR AMARAL SILVEIRA,246M34,15,45.0,SEG e QUA DT 52/15; SEX DT 25/15,ENM0071,449
3,2023.1,TAYGOARA FELAMINGO DE OLIVEIRA,246M34,15,45.0,SEG e QUA DT 52/15; SEX DT 25/15,ENM0071,449
1,2023.1,JOAO MANOEL DIAS PIMENTA,35T45,13,45.0,DT 52-15,ENM0072,449
1,2023.1,JOAO MANOEL DIAS PIMENTA,46T45,27,45.0,DT 52/15,ENM0073,449
1,2023.1,SIMONE MONTEIRO E SILVA,24M34,9,30.0,Bloco G - GT 11/20,ENM0076,449
1,2023.1,JHON NERO VAZ GOULART,35T23 6T2,14,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
1,2023.1,FELIPE CHAGAS STORTI,35T23 6T2,14,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
2,2023.1,JHON NERO VAZ GOULART,35T23 6T3,7,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
2,2023.1,FELIPE CHAGAS STORTI,35T23 6T3,7,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
3,2023.1,JHON NERO VAZ GOULART,2M3  35T23,14,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
3,2023.1,FELIPE CHAGAS STORTI,2M3  35T23,14,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
4,2023.1,FELIPE CHAGAS STORTI,2M4  35T23,11,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
4,2023.1,JHON NERO VAZ GOULART,2M4  35T23,11,30.0,FGA SALA  - S3 / LAB TERMOFLUIDOS,ENM0080,449
5,2023.1,BRAULIO GUTIERREZ PIMENTA,4T23 6T234,45,45.0,QUA - DT 16/15 e SEX DT 43/15,ENM0080,449
1,2023.1,FRANCISCO RICARDO DA CUNHA,24M34 6M3,16,20.0,SG9 - VORTEX 1,ENM0082,449
1,2023.1,ANDRE VON BORRIES LOPES,24M34 6M3,16,20.0,SG9 - VORTEX 1,ENM0082,449
2,2023.1,FRANCISCO RICARDO DA CUNHA,24M34 6M4,9,20.0,SG9 - VORTEX 1,ENM0082,449
2,2023.1,ANDRE VON BORRIES LOPES,24M34 6M4,9,20.0,SG9 - VORTEX 1,ENM0082,449
1,2023.1,ROBERTO FRANCISCO BOBENRIETH MISERDA,46M34,10,50.0,SG9 - A1 49/18,ENM0083,449
1,2023.1,AIDA ALVES FADEL,35M34,13,13.0,TER: DT 43/15 QUI: GRACO LAB SHP,ENM0084,449
2,2023.1,AIDA ALVES FADEL,3M34  5T23,5,13.0,TER: DT 43/15 QUI: GRACO LAB SHP,ENM0084,449
3,2023.1,AIDA ALVES FADEL,3M34  3T23,11,13.0,TER: GRACO LAB SHP TER: DT 43/15,ENM0084,449
1,2023.1,THIAGO DE CARVALHO RODRIGUES DOCA,35M12,12,40.0,SG9 A1-49/18,ENM0087,449
1,2023.1,EUGENIO LIBORIO FEITOSA FORTALEZA,6M1234,6,10.0,Sala de Reuniões - ENM,ENM0088,449
1,2023.1,ANDRE VON BORRIES LOPES,3T2345,25,25.0,LCCC Sala 3,ENM0089,449
1,2023.1,COSME ROBERTO MOREIRA DA SILVA,24M12 6M34,7,15.0,SEG QUA DT 16/15; SEX - 11/15,ENM0090,449
2,2023.1,COSME ROBERTO MOREIRA DA SILVA,24M12  6T45,13,15.0,DT 16/15,ENM0090,449
3,2023.1,COSME ROBERTO MOREIRA DA SILVA,246M12,15,15.0,DT 16/15,ENM0090,449
1,2023.1,ALYSSON MARTINS ALMEIDA SILVA,34T23,8,15.0,DT 25/15,ENM0091,449
2,2023.1,ALYSSON MARTINS ALMEIDA SILVA,36T23,2,15.0,DT 25/15,ENM0091,449
3,2023.1,ALYSSON MARTINS ALMEIDA SILVA,35T23,14,15.0,DT 25/15,ENM0091,449
1,2023.1,GUILHERME CARIBE DE CARVALHO,2M34  4T45,5,20.0,DT 43/15,ENM0093,449
2,2023.1,GUILHERME CARIBE DE CARVALHO,2M34  4T23,18,21.0,DT 43/15,ENM0093,449
1,2023.1,ALINE SOUZA DE PAULA,35M34  4T45,5,20.0,DT 52/15,ENM0109,449
1,2023.1,ADRIANO TODOROVIC FABRO,35M34  4T45,5,20.0,DT 52/15,ENM0109,449
2,2023.1,ALINE SOUZA DE PAULA,35M34  4T23,5,20.0,DT 52/15,ENM0109,449
2,2023.1,ADRIANO TODOROVIC FABRO,35M34  4T23,5,20.0,DT 52/15,ENM0109,449
1,2023.1,ALBERTO CARLOS GUIMARAES CASTRO DINIZ,24T45,1,20.0,DT 77/21,ENM0110,449
1,2023.1,LUIS AUGUSTO CONTE MENDES VELOSO,35T45,6,20.0,DT 77/15,ENM0113,449
1,2023.1,LUIS AUGUSTO CONTE MENDES VELOSO,24T45,25,40.0,DT 16/15,ENM0120,449
2,2023.1,EDGAR NOBUO MAMIYA,46T23,30,40.0,DT 11/15,ENM0120,449
3,2023.1,EDGAR NOBUO MAMIYA,46T23,16,45.0,DT 16/15,ENM0120,449
4,2023.1,FABIO COMES DE CASTRO,35T23,43,45.0,DT 34/15,ENM0120,449
1,2023.1,JOSE MAURICIO SANTOS TORRES DA MOTTA,24M12,44,45.0,DT 11/15,ENM0121,449
2,2023.1,MARIO OLAVO MAGNO DE CARVALHO,24T45,32,45.0,DT 11/15,ENM0121,449
1,2023.1,ANTONIO MANOEL DIAS HENRIQUES,24M12,33,45.0,DT 34/15,ENM0122,449
1,2023.1,DIANNE MAGALHAES VIANA,35M34,32,40.0,DT 25/15,ENM0123,449
1,2023.1,ANTONIO MANOEL DIAS HENRIQUES,35M34,15,40.0,SG9 - A1 49/18,ENM0124,449
1,2023.1,PALLOMA VIEIRA MUTERLLE,4M34 6M3,19,20.0,DT 34/15,ENM0126,449
2,2023.1,PALLOMA VIEIRA MUTERLLE,4M34 6M4,8,20.0,DT 34/15,ENM0126,449
3,2023.1,DANIEL MONTEIRO ROSA,6M134,20,20.0,DT 52/15,ENM0126,449
4,2023.1,DANIEL MONTEIRO ROSA,6M234,20,20.0,DT 52/15,ENM0126,449
5,2023.1,PALLOMA VIEIRA MUTERLLE,2N12 6N3,20,20.0,DT 52/15,ENM0126,449
6,2023.1,PALLOMA VIEIRA MUTERLLE,2N12 6N4,13,20.0,DT 52/15,ENM0126,449
1,2023.1,DEBORAH DE OLIVEIRA,2M4 5M12,7,30.0,DT 34/15,ENM0127,449
2,2023.1,DEBORAH DE OLIVEIRA,2M3 5M12,8,30.0,DT 34/15,ENM0127,449
1,2023.1,ADRIANO POSSEBON ROSA,35M34,27,45.0,DT 16/15,ENM0128,449
2,2023.1,ADRIANO POSSEBON ROSA,35N12,22,45.0,DT 43/15,ENM0128,449
4,2023.1,DEBORAH DE OLIVEIRA,6N12,3,4.0,A definir,ENM0129,449
5,2023.1,LUIS AUGUSTO CONTE MENDES VELOSO,56T1,2,4.0,A definir,ENM0129,449
6,2023.1,ANDRE VON BORRIES LOPES,7N12,3,4.0,A definir,ENM0129,449
7,2023.1,MARIO BENJAMIM BAPTISTA DE SIQUEIRA,6N12,1,4.0,A definir,ENM0129,449
8,2023.1,ALINE SOUZA DE PAULA,6N12,1,4.0,A definir,ENM0129,449
9,2023.1,TAYGOARA FELAMINGO DE OLIVEIRA,6N12,1,4.0,A definir,ENM0129,449
10,2023.1,EDGAR AMARAL SILVEIRA,7M12,2,4.0,A definir,ENM0129,449
11,2023.1,JOSE ALEXANDER ARAUJO,7M12,1,4.0,A definir,ENM0129,449
12,2023.1,JOAO MANOEL DIAS PIMENTA,6N12,3,4.0,A definir,ENM0129,449
13,2023.1,ANTONIO CESAR PINHO BRASIL JUNIOR,6N12,1,4.0,A definir,ENM0129,449
14,2023.1,ROBERTO FRANCISCO BOBENRIETH MISERDA,6N12,1,4.0,A definir,ENM0129,449
16,2023.1,BRAULIO GUTIERREZ PIMENTA,6N12,2,4.0,A definir,ENM0129,449
17,2023.1,JORGE LUIZ DE ALMEIDA FERREIRA,7T12,2,4.0,A definir,ENM0129,449
18,2023.1,ALBERTO CARLOS GUIMARAES CASTRO DINIZ,6N12,2,4.0,a definir,ENM0129,449
20,2023.1,MAKSYM ZIBEROV,7N12,3,4.0,a definir,ENM0129,449
21,2023.1,ADRIANO TODOROVIC FABRO,6N12,1,1.0,A definir,ENM0129,449
1,2023.1,MARIO BENJAMIM BAPTISTA DE SIQUEIRA,7T123456,1,4.0,A definir,ENM0130,449
2,2023.1,JOSE ALEXANDER ARAUJO,7T123456,1,4.0,A definir,ENM0130,449
3,2023.1,ARMANDO DE AZEVEDO CALDEIRA PIRES,7T123456,0,4.0,A definir,ENM0130,449
4,2023.1,DEBORAH DE OLIVEIRA,7T123456,1,4.0,A definir,ENM0130,449
5,2023.1,MAKSYM ZIBEROV,7T123456,0,4.0,A definir,ENM0130,449
6,2023.1,LUCIVAL MALCHER,7T123456,3,4.0,A definir,ENM0130,449
7,2023.1,ALBERTO CARLOS GUIMARAES CASTRO DINIZ,7T123456,0,4.0,A definir,ENM0130,449
8,2023.1,ANDRE VON BORRIES LOPES,7T123456,1,4.0,A definir,ENM0130,449
9,2023.1,ALYSSON MARTINS ALMEIDA SILVA,7T123456,3,4.0,A definir,ENM0130,449
10,2023.1,ADRIANO TODOROVIC FABRO,7T123456,0,4.0,A definir,ENM0130,449
11,2023.1,BRAULIO GUTIERREZ PIMENTA,7T123456,1,4.0,A definir,ENM0130,449
12,2023.1,MARCUS VINICIUS GIRAO DE MORAIS,7T123456,0,4.0,A definir,ENM0130,449
13,2023.1,AIDA ALVES FADEL,7M12345  7T1,0,4.0,A definir,ENM0130,449
14,2023.1,RAFAEL GABLER GONTIJO,7T56  7N1234,1,4.0,A definir,ENM0130,449
15,2023.1,JORGE LUIZ DE ALMEIDA FERREIRA,7T56  7N1234,0,4.0,A definir,ENM0130,449
16,2023.1,ANTONIO CESAR PINHO BRASIL JUNIOR,7T12345,1,4.0,a definir,ENM0130,449
17,2023.1,JOSE LEONARDO FERREIRA,7T12345,1,4.0,a definir,ENM0130,449
17,2023.1,CARLOS HUMBERTO LLANOS QUINTERO,7T12345,1,4.0,a definir,ENM0130,449
18,2023.1,DIANNE MAGALHAES VIANA,7T123456,1,4.0,a definir,ENM0130,449
19,2023.1,EDGAR AMARAL SILVEIRA,7T123456,1,4.0,a definir,ENM0130,449
20,2023.1,GUILHERME CARIBE DE CARVALHO,7T123456,1,4.0,a definir,ENM0130,449
21,2023.1,JOAO MANOEL DIAS PIMENTA,7T123456,0,4.0,a definir,ENM0130,449
22,2023.1,LUIS AUGUSTO CONTE MENDES VELOSO,7T123456,1,4.0,a definir,ENM0130,449
23,2023.1,MARCELA RODRIGUES MACHADO,7T123456,2,4.0,a definir,ENM0130,449
24,2023.1,THIAGO DE CARVALHO RODRIGUES DOCA,7T123456,1,4.0,a definir,ENM0130,449
1,2023.1,MARCUS VINICIUS GIRAO DE MORAIS,3T2345 5T45,41,42.0,TER: SALA 2 LCCC ULEG FT QUI: DT 43-15,ENM0131,449
1,2023.1,ALBERTO CARLOS GUIMARAES CASTRO DINIZ,3T2345 5T45,41,42.0,TER: SALA 2 LCCC ULEG FT QUI: DT 43-15,ENM0131,449
1,2023.1,ALBERTO CARLOS GUIMARAES CASTRO DINIZ,24M34,38,40.0,Sala 02 LCCC ULEG-FT,ENM0132,449
1,2023.1,EUGENIO LIBORIO FEITOSA FORTALEZA,56T23,27,45.0,DT 16/15,ENM0134,449
1,2023.1,JOSE LUIZ ALVES DA FONTOURA RODRIGUES,46M12  5T4,11,45.0,DT 43/15,ENM0140,449
3,2023.1,RAFAEL GABLER GONTIJO,35M34 6M3,24,45.0,SG9 - VORTEX 1,ENM0140,449
1,2023.1,MAKSYM ZIBEROV,46T23,13,30.0,DT 34/15,ENM0142,449
1,2023.1,JOAO MANOEL DIAS PIMENTA,2M12,42,45.0,DT 52-15,ENM0143,449
1,2023.1,ANTONIO PIRATELLI FILHO,3M12 5M34,4,30.0,DT 11/15,ENM0145,449
2,2023.1,ANTONIO PIRATELLI FILHO,35M12,23,30.0,DT 11/15,ENM0145,449
1,2023.1,DEBORAH DE OLIVEIRA,3M12  5T23,7,25.0,TER DT 34/15; QUI DT 11/15,ENM0146,449
2,2023.1,DEBORAH DE OLIVEIRA,35T23,21,25.0,DT 11/15,ENM0146,449
1,2023.1,DANIEL MONTEIRO ROSA,46T45,5,30.0,DT 77/15,ENM0155,449
1,2023.1,BRAULIO GUTIERREZ PIMENTA,35T23,5,30.0,DT 77/21,ENM0157,449
1,2023.1,JOSE LUIZ ALVES DA FONTOURA RODRIGUES,35M12,3,45.0,DT 43-15,ENM0159,449
1,2023.1,ADRIANO POSSEBON ROSA,6T2345,5,20.0,Sala 04 LCCC ULEG - FT,ENM0160,449
1,2023.1,EDER LIMA DE ALBUQUERQUE,35M34,34,45.0,DT 11/15,ENM0164,449
2,2023.1,JOSE ALEXANDER ARAUJO,35M34,15,45.0,DT 34/15,ENM0164,449
2,2023.1,JORGE LUIZ DE ALMEIDA FERREIRA,35M12,26,40.0,DT 25/15,ENM0165,449
1,2023.1,WALTER DE BRITTO VIDAL FILHO,24T45,7,20.0,GRACO A1 14/83,ENM0168,449
1,2023.1,WALTER GENNARI JUNIOR,24M12,14,40.0,DT 25/15,ENM0171,449
2,2023.1,WALTER GENNARI JUNIOR,46N12,25,50.0,DT 52/15,ENM0171,449
1,2023.1,EDSON PAULO DA SILVA,2M34 46M12,8,40.0,SG9 A1 49/18,ENM0172,449
1,2023.1,AIDA ALVES FADEL,35T45,0,45.0,DT 25/15,ENM0173,449
1,2023.1,MARIO OLAVO MAGNO DE CARVALHO,24N12,36,40.0,DT 43/15,ENM0174,449
1,2023.1,ARMANDO DE AZEVEDO CALDEIRA PIRES,24T45,8,20.0,DT 34/15,ENM0176,449
1,2023.1,DIANNE MAGALHAES VIANA,6M345,1,45.0,DT 77/15,ENM0186,449
